KEY,VALUE
fairy_male_submit_penis_text2_1,"""操，这太带劲了，""妖精喘息着说道，用充满欲望的眼神俯视着你。

他的手几乎不自觉地向下探去，修长的手指握住自己硬挺的茎身，开始急切地撸动起来。
快感席卷而来，妖精的整个身体随之颤抖，翅膀发出嗡嗡的震动，手指也不自觉地收紧——这只会让他更加激烈地自渎。"
fairy_male_submit_penis_button_text2_2,触碰
fairy_male_submit_penis_text2,"与此同时，他继续移动着脚掌，以重新燃起的强度碾磨着你的胯部。
你的不适逐渐转为快感，随着性刺激唤醒你的神经，一切皆化作极乐。
妖精注视着你，越来越用力地抚弄自己，不顾一切地套弄着他的茎身。
每次循环都伴随着湿漉漉的啪嗒声，他的爱液与手指混合，营造出淫靡的湿润音景。

每过一刻，你都能看到妖精越发失去专注，沉溺于这番举动之中。
情欲蒙蔽了他的大脑，阻碍了他的理智。
若情况持续如此，你说不定真能扭动身体挣脱此地——然而，你也开始感受到自身的欲望在召唤。"
fairy_male_submit_penis_text3,"还没等你缓过神来，妖精突然发出一声急切的低吼，加快了动作。
他沉重的脚掌重重碾过你<adjective_penis2>的<penis2>，抚弄自己茎身的手指快得模糊不清。
指节在湿滑的肌肤上搅动，喘息卡在起伏的喉间，身体扭动起伏，呜咽从原先紧抿的唇间被诱哄出来。

""这恶作剧、这恶作剧太舒服了啦~"" 荨麻妖精哼哧着。
""我该、该多捉弄你几次，再多来几次！""

你能看见他的肌肉开始绷紧，阴茎微微抽搐，预示着他已濒临极限。
而你自己的浪潮也紧随其后。
你已能感受到那股热流从脚趾窜起，叫嚣着要释放。"
fairy_male_submit_penis_text4,"妖精紧握自己的茎身，发出愉悦的嚎叫。

""来了，我最后的恶作剧，""他呻吟道。
""我忍不住了！接住我的种子吧，闯入者！""

他颤抖着，最后一次将脚重重踩在你的胯部，手指深深掐进自己的茎体。"
fairy_male_submit_penis_text2_4,"荨麻妖精的整个身体颤抖着，快感将他推向高潮。
浓稠刺鼻的精液划破空气，在你皮肤上覆满粘稠的乳白色液体。
与此同时，他足部的压力将你也推过临界点，让你迎来了自己的高潮。
<switch_privates(你的<adjective_penis3> <penis3>在妖精的爪足下搏动，将<adjective_penis_fluids1>的<penis_fluids1>喷射在他的脚趾和你的腹部。|
你的<adjective_vagina3> <vagina3>在妖精的爪周围收缩搏动，将<adjective_vagina_fluids1>的<adjective_vagina1>溅洒在他的脚趾和你的腹部。|
你的<adjective_penis3> <penis3>在妖精的爪足下搏动，将<adjective_penis_fluids1>的<penis_fluids1>喷射在他的脚趾和你的腹部，同时你下方的<adjective_vagina3> <vagina3>也在颤抖。|
你无性器的部位在妖精的爪足下搏动，但缺乏能够高潮的生殖器官。)>

你们俩在那里瘫坐了许久，颤抖着、释放着，直到双方的身体都彻底掏空。

"
fairy_male_submit_penis_button_text2_5,高潮
fairy_male_submit_vagina_text0,"你无助地躺在地上，荨麻妖精俯视着你。
他胖乎乎的脸上挂着顽皮的笑容，既充满欲望又带着戏谑。
妖精或许是自然中相当不友善的一面，但他们从来无法抗拒玩耍的邀请，也不会放过在野外亲热的机会。
急于摆脱困境的你，决定顺从他的奇想，迎合他的口味，尽力用你的身体诱惑他。

""我现在可把你恶作剧得够呛，但待会儿我还要更厉害地捉弄你，你就等着瞧吧！""妖精看着你扭动的身躯夸口道。
""我可是古今往来最棒的恶作剧大师！！""

他巨大的爪足踩在你胯部，灵巧的脚趾陷入你<adjective_vagina1>的<vagina1>，脚跟的重量则压在你的会阴根部。
一阵奇异的快感与不适交织着涌过你的四肢——对你神圣门户的粗暴对待让你毛发倒竖，却又点燃了你的敏感神经。
妖精本人似乎觉得你复杂的表情十分滑稽，他一边发出轻笑，一边开始用脚掌规律地碾磨起来。"
fairy_male_submit_vagina_text1,"随着他腿部每一次的推拉，妖精扭动着身子，让翅膀上下摆动，过大的手臂也随之摇晃。
他阳具般的茎身早已勃起挺立，随着他的动作同样摇摆晃动着。
相对于妖精有限的体型而言，这堪称一件可观的武器，此刻已经渗出浓稠的乳白色汁液，有规律地滴落在你的身体上。
一股浓郁的泥土气息从这液体中飘散开来，让人联想到松脂、晚秋的黑莓和野洋葱。

""天啊，我不行了，这太刺激了！""你诱人地呻吟着。
""你真是个了不起的恶作剧大师，这是我经历过最棒的恶作剧！"""
fairy_male_submit_vagina_text2_1,"""操，这太带劲了，""妖精用充满欲望的眼神俯视着你，呻吟道。

他的手几乎不自觉地往下探去，修长的手指握住了自己硬挺的茎身，开始急切地撸动起来。
快感席卷妖精全身时，他整个身子都颤抖起来，翅膀嗡嗡作响，手指也紧紧攥住——这只会让他更加激烈地自渎。"
fairy_male_submit_vagina_button_text2_2,触碰
fairy_male_submit_vagina_text2,"与此同时，他继续移动着脚掌，以重新燃起的强度碾磨着你的胯部。
你的不适感逐渐转变为快感，随着性刺激唤醒你的神经，一切都化作了极乐。
妖精注视着你，越来越用力地抚弄自己，肆无忌惮地抽动着他的茎干。
每一下动作都伴随着湿滑的噗嗤声，他的爱液与手指交混，营造出淫靡的湿润音景。

每过一刻，你都能看到妖精越发失去专注，沉溺于这番举动之中。
情欲笼罩了他的大脑，阻碍了他的理性。
若照此发展，你说不定真能扭动着挣脱此地——然而，你也开始感受到自身的欲望在呼唤。"
fairy_male_submit_vagina_text3,"还没等你缓过神来，妖精突然发出一声急切的咕哝，加快了动作。
他的脚掌重重地碾过你<adjective_vagina2>的<vagina2>，抚弄自己性器的手指快得模糊不清。
指尖滑过湿透的肌肤，喘息卡在起伏的喉间，身体扭动起伏，原先紧闭的唇间泄出呻吟。

""这恶作剧…这恶作剧…感觉太舒服了~"" 荨麻妖精哼唧着。
""我该…该多捉弄你几次，再多来几次！""

你能看到他肌肉开始绷紧，阴茎微微颤动，预示着即将到达高潮。
而你自己的浪潮也紧随其后。
你已能感受到那股热流从脚趾涌起，渴求着释放。"
fairy_male_submit_vagina_text4,"妖精紧握自己的茎身，发出愉悦的嚎叫。

""来了，我最后的恶作剧，""他呻吟道。
""我受不了了！接住我的种子吧，擅闯者！""

他颤抖着，最后一次将脚掌压在你的胯部，手指深深掐进自己的茎体。"
fairy_male_submit_vagina_text2_4,"荨麻妖精的整个身体颤抖着，快感将他推向了高潮。
浓稠刺鼻的精液划破空气，在你皮肤上覆满粘稠的乳白色液体。
与此同时，他脚掌的压力将你也逼至极限，把你推入了自己的高潮。
<switch_privates(你的<adjective_penis3> <penis3>在妖精的爪足下搏动着，将<adjective_penis_fluids1>的<penis_fluids1>射满他的脚趾与你的腹部。|
你的<adjective_vagina3> <vagina3>在妖精的爪足收缩下搏动，将<adjective_vagina_fluids1>的<adjective_vagina1>喷溅在他的脚趾与你的腹部。|
你的<adjective_penis3> <penis3>在妖精的爪足下搏动着，将<adjective_penis_fluids1>的<penis_fluids1>射满他的脚趾与你的腹部，同时你下方的<adjective_vagina3> <vagina3>也不住颤抖。|
你无性器的躯体在妖精的爪足下搏动，却缺乏能够释放的生殖器官。)>

你们俩在那里瘫坐了许久，颤抖着、释放着，直到双方的身体都彻底掏空。"
fairy_male_submit_vagina_button_text2_5,高潮
fairy_female_submit_penis_text0,"你无助地躺在地上，荨麻妖精俯视着你。
她胖乎乎的脸上挂着顽皮的笑容，既充满欲望又带着戏谑。
妖精或许是自然中相当不友善的一面，但他们从来无法抗拒玩耍的邀请，也不会放过在野外亲热的机会。
急于摆脱困境的你，决定顺从她的奇想，迎合她的口味，尽力用你的身体诱惑她。

""我现在可把你恶作剧得够呛，但待会儿我还要更厉害地捉弄你，你就等着瞧吧！""妖精看着你扭动的身躯夸口道。
""我可是古今往来最棒的恶作剧大师！！""

她巨大的爪足踩在你胯部，灵巧的脚趾缠绕住你的茎身，脚跟的重量则压在你<adjective_penis1>的<penis1>根部。
一阵奇异的快感与不适交织着涌过你的四肢——粗糙的对待让你毛发倒竖，却又点燃了你的敏感神经。
妖精本人似乎觉得你复杂的表情十分滑稽，她一边发出轻笑，一边开始用脚掌规律地碾磨起来。"
fairy_female_submit_penis_text1,"随着她腿部每一次的推拉，妖精轻轻扭动着身子，让翅膀上下摆动，过大的手臂也随之摇晃。
她艳俗的肉缝早已湿润，每次动作都让乳房微微颤动。
那处蜜穴正渗出浓稠的乳白色汁液，有规律地滴落在你身上。
液体散发出浓郁的泥土气息，令人想起松脂、晚秋的黑莓和野洋葱。

""天啊，我不行了，这太刺激了！""你诱人地呻吟着。
""你真是最棒的恶作剧大师，这是我经历过最厉害的恶作剧！"""
fairy_female_submit_penis_text2_1,"""操，这太带劲了，""妖精用充满欲望的眼神俯视着你，呻吟道。

她的手几乎不自觉地往下探去，修长的手指握住了自己硬挺的茎身，开始急切地撸动起来。
快感席卷妖精全身时，她整个身子都颤抖起来，翅膀嗡嗡作响，手指也紧紧攥住——这只会让她更加激烈地自渎。
"
fairy_female_submit_penis_button_text2_2,触碰
fairy_female_submit_penis_text2,"与此同时，她继续移动着脚掌，以重新燃起的强度碾磨着你的胯部。
你的不适逐渐转为快感，随着性刺激唤醒你的神经，一切皆化作极乐。
妖精注视着你时愈发用力地抚弄自己，不顾一切地深入她的秘穴。
每次抽插都发出湿滑的溅洒声，她的爱液与手指交融，营造出淫靡的湿润音景。

每过一刻，你都能看到妖精愈发失去专注，沉溺于这番举动之中。
情欲蒙蔽了她的大脑，阻碍了她的理智。
若情况持续如此，你说不定真能挣脱困境——然而你也开始感受到自身的冲动在呼唤。"
fairy_female_submit_penis_text3,"还没等你缓过神来，妖精突然发出一声饥渴的闷哼，加快了动作。
她的脚掌重重地碾过你<adjective_penis2>的<penis2>，抚弄自己性器的手指已快成残影。
指尖在湿滑肌肤上搅动，喘息卡在起伏的喉间，身体交缠律动，原先紧抿的唇间不断泄出呻吟。

""这恶作剧...这恶作剧太舒服了啦~""荨麻妖精哼叫着，
""我该...该多捉弄你几次，再多来几次！""

你能看见她的肌肉开始绷紧，阴道微微颤动，显然她已临近高潮。
而你的快感洪流也紧随其后。
那股热流正从脚底窜升，叫嚣着要释放。"
fairy_female_submit_penis_text4,"妖精的手指深深陷入自己的蜜缝，发出愉悦的嘶吼。

""来了，我最后的恶作剧，""她呻吟道。
""我受不了了！接招吧，闯入者！""

随着一阵战栗，她最后一次将脚重重压在你的胯部，手指同时深深掐入自己的神圣门户。"
fairy_female_submit_penis_text2_4,"荨麻妖精的整个身体颤抖着，快感让她达到了高潮。
她喷涌而出，空气中弥漫着刺鼻的爱液雾气，将你的皮肤沾染得黏腻潮湿。
与此同时，她脚掌的压力将你也推向了边缘，让你迎来了自己的巅峰。
<switch_privates(你的<adjective_penis3> <penis3>在妖精的爪足下搏动着，将<adjective_penis_fluids1>的<penis_fluids1>喷射满她的脚趾与你的腹部。|
你的<adjective_vagina3> <vagina3>在妖精的爪足收缩下悸动，将<adjective_vagina_fluids1>的<adjective_vagina1>喷溅满她的脚趾与你的腹部。|
你的<adjective_penis3> <penis3>在妖精的爪足下搏动，将<adjective_penis_fluids1>的<penis_fluids1>喷射满她的脚趾与你的腹部，同时你下方的<adjective_vagina3> <vagina3>也不住颤栗。|
你无性器的部位在妖精的爪足下悸动，却缺乏能够释放的生殖器官。)>

你们俩在那里坐了许久，颤抖着、释放着，直到双方的身体都倾泻一空。

"
fairy_female_submit_penis_button_text2_5,高潮
fairy_female_submit_vagina_text0,"你无助地躺在地上，荨麻妖精俯视着你。
她胖乎乎的脸上挂着顽皮的笑容，既充满欲望又带着戏谑。
妖精或许是自然中相当不友善的一面，但他们从来无法抗拒玩耍的邀请，也不会放过在野外亲热的机会。
急于摆脱困境的你，决定顺从她的奇想，迎合她的口味，尽力用你的身体诱惑她。

""我现在可把你恶作剧得够呛，但待会儿我还要更厉害地捉弄你，你就等着瞧吧！""妖精看着你扭动的身躯夸口道。
""我可是古今往来最棒的恶作剧大师！！""

她巨大的爪足踩在你胯部，灵巧的脚趾陷入你<adjective_vagina1>的<vagina1>，脚跟的重量则压在你的会阴根部。
一阵奇异的快感与不适交织着涌过你的四肢——对你神圣门户的粗暴对待让你毛发倒竖，却又点燃了你的敏感神经。
妖精本人似乎觉得你复杂的表情十分滑稽，她一边发出轻笑，一边开始用脚掌规律地碾磨起来。"
fairy_female_submit_vagina_text1,"随着她腿部每一次的推拉，妖精轻轻扭动着身子，让翅膀上下摆动，过大的手臂也随之摇晃。
她艳俗的肉穴早已湿润，每次动作都让乳房微微颤动。
那穴口不断渗出浓稠的乳白色汁液，有规律地滴落在你身上。
液体散发出浓郁的泥土气息，混合着松脂、晚秋黑莓与野洋葱的芬芳。

""天啊，我不行了，这太刺激了！""你诱人地呻吟着。
""你真是最棒的恶作剧大师，这是我经历过最厉害的恶作剧！"""
fairy_female_submit_vagina_text2_1,"""操，这太带劲了，""妖精用充满欲望的眼神俯视着你，呻吟道。

她的手几乎不自觉地往下探去，修长的手指滑入湿润的缝隙，开始急切地扭动起来。
快感席卷妖精全身令她颤抖，翅膀发出嗡嗡声响，手指也不自觉收紧——这只会促使她更加激烈地抽插起来。"
fairy_female_submit_vagina_button_text2_2,触碰
fairy_female_submit_vagina_text2,"与此同时，她继续移动着脚掌，以重新燃起的强度碾磨你的胯部。
你的不适逐渐转为快感，随着性刺激唤醒你的神经，一切皆化作极乐。
妖精注视着你时愈发用力地抚弄自己，不顾一切地深入她的秘穴。
每次抽插都发出湿滑的噗嗤声，她的爱液与手指交融，营造出淫靡的湿润音景。

每过一刻，你都能看到妖精愈发失去专注，沉溺于这番举动之中。
情欲蒙蔽了她的大脑，阻碍了她的理智。
若照此发展，你说不定真能挣脱困境——然而你也开始感受到自身的欲望在呼唤。"
fairy_female_submit_vagina_text3,"还没等你缓过神来，妖精突然发出饥渴的哼声，加快了动作。
她的脚掌重重地碾过你<adjective_vagina2>的<vagina2>，抚弄自己性器的手指已快成残影。
指尖在湿滑肌肤上搅动，喘息卡在起伏的喉间，身体扭动起伏，呻吟从原先紧闭的唇间被诱出。

""这恶作剧、这恶作剧太舒服了啦~""荨麻妖精哼唧着。
""我该、该多捉弄你几次，再多来几次！""

你能看见她的肌肉开始绷紧，阴道微微颤动，显然她已临近高潮。
你自己的浪潮也紧随其后。
你早已感受到快感从脚趾涌起，渴求着释放。"
fairy_female_submit_vagina_text4,"妖精将手指探入自己的密缝，发出一声愉悦的嘶吼。

""来了，我最后的恶作剧，""她呻吟道。
""我受不了了！接招吧，闯入者！""

随着一阵战栗，她最后一次将脚重重踩在你的胯部，手指也深深陷进了自己神圣的门户。"
fairy_female_submit_vagina_text2_4,"荨麻妖精的整个身体颤抖着，快感让她达到了高潮。
她喷涌而出，空气中弥漫着刺鼻的爱液雾气，将你的皮肤沾染得黏腻潮湿。
与此同时，她脚掌的压力将你也推向了边缘，让你迎来了自己的巅峰。
<switch_privates(你的<adjective_penis3> <penis3>在妖精的爪足下搏动，将<adjective_penis_fluids1>的<penis_fluids1>喷射在她脚趾与你的腹部。|
你的<adjective_vagina3> <vagina3>在妖精的爪足收缩中搏动，将<adjective_vagina_fluids1>的<adjective_vagina1>喷溅在她脚趾与你的腹部。|
你的<adjective_penis3> <penis3>在妖精的爪足下搏动，将<adjective_penis_fluids1>的<penis_fluids1>喷射在她脚趾与你的腹部，同时你下方的<adjective_vagina3> <vagina3>也不断颤抖。|
你无性器的部位在妖精的爪足下搏动，但缺乏能够释放的生殖器官。)>

你们俩在那里坐了许久，颤抖着、释放着，直到双方的身体都倾泻一空。"
fairy_female_submit_vagina_button_text2_5,高潮
fiveleg_fucks_ass_text0,"你从地面的位置仰望着那巨大的半人马阳具，视线在肌肉贲张的主人与雄伟的肉柱间来回游移。
或许你不懂什么""种马奋斗法则""，但对传统的""奋斗法则""可是了如指掌。
<switch_clothes(你翻身四肢着地，甩掉衣物，朝着退役守卫队长扭动你<scaly>的臀部。|
你翻身四肢着地，朝着退役守卫队长扭动你<scaly>的臀部。)>

<speaker(player)>""噢不，这硬挺的种马肉棒让我的感官过度兴奋了。""你娇声低语，
""我柔弱顺滑的后庭怎么可能抗衡拥有如此强大种马奋斗法则的对手。
要是有人能帮我训练<tight>的<anus>，让它变得足够强韧来承受这般威猛勃发的力量就好了！""

你听见五腿被你这番放肆表演引得不由自主地闷哼，浓稠的先走液正从他的性器上滴落。"
fiveleg_fucks_ass_text1,"你再次摇晃着裸露的臀部，像发情的野兽般低伏身躯。
五腿的肉茎因这场表演而悸动，浓稠的先走液四处飞溅，空气中弥漫着坚果般的麝香。

<speaker(fiveleg)>""我明白了，你说得对，被流放的大人！""半人马吼叫着，呼吸因欲望而变得灼热。
""如此软弱生疏的<back_door>岂能独自掌握种马心法。""
""它需要坚定、强硬、贯穿式的指导！！""

话音未落，半人马纵身跃起，一个腾跃便悬停在你上方。
他雄伟的肉茎重重砸在你背上，那炽热的阳具如此修长，能从你的臀瓣一直延伸到后腰。"
fiveleg_fucks_ass_text2,"随着一声嘶鸣，五腿开始弓起他马匹般的身体，导致他的肉茎在你裸露的<hide>上摩擦。
这野兽般的武器渗出如此多的先走液，你的整个背部瞬间变得滑腻，鼻腔里充满类似深度烘烤根茎与烈日曝晒泥土的气息。

<speaker(fiveleg)>""别担心，被流放的小领主！""五腿高声喊道。
""我威猛的种马体魄将让你的<asshole>彻底改观。
从今往后，它将成为能碾碎最强敌人的宏伟通道。
准备好体验'种马磨砺之道'的巅峰吧！"""
fiveleg_fucks_ass_text2_2,"半人马再次咆哮，收回臀部，随后将肉棒如长矛般刺向前方。
它软塌塌的扁平头部挤压着你的<anus>，仿佛自有意志般撬开了你的门户。
刹那间，你的括约肌被撑至极限，巨大的侵入者长驱直入。
然而不知为何，你的后穴竟能继续扩张，一再伸展，永无止境。
随着越来越多的半人马血肉填入你的后庭，你的腹部逐渐隆起，身体温顺地屈服于种马之道的伟力之下。"
fiveleg_fucks_ass_button_text2_2,插入
fiveleg_fucks_ass_text3,"极致的欢愉瞬间将你淹没，当你亲眼目睹那根肉茎的完整长度与粗细时。
<switch_privates(随着一声愉悦的低吼，在主菜尚未开始前你的身体便颤抖着抵达高潮，将你的<cum>释放在两腿间漠不关心的地板上。|
随着一声愉悦的低吼，在主菜尚未开始前你的身体便颤抖着抵达高潮，将你的<love_fluids>释放在两腿间漠不关心的地板上。|
随着一声愉悦的低吼，在主菜尚未开始前你的身体便颤抖着抵达高潮，将你的<cum>与<love_fluids>释放在两腿间漠不关心的地板上。|
随着一声愉悦的低吼，在主菜尚未开始前你的身体便颤抖着抵达高潮，但你的躯体缺乏使其显现的相应解剖结构。)>
然而半人马似乎浑然未觉，他喷着鼻息开始动作。
他巨大的阳具从你的<肛门>中滑出，让你体内骤然空虚。
接着又一声嘶鸣，五腿再次向前顶撞，将那根肉茎再度送入你最深处的秘境。
在极致快感与高潮余韵的交织中，你喘息着，意识仿佛漂浮在过度刺激的海洋里。
你几乎来不及换气，半人马便一次又一次地猛烈撞击着你。"
fiveleg_fucks_ass_text4,"在你上方，五腿原本沉重的呼吸逐渐变成粗重的喘息，每一次冲刺都让他愉悦得倒抽气。
他的抽插越来越快，巨大的睾丸随着每个动作来回摆动。
在每次最深顶入时，肥硕的阴囊带着湿漉漉的拍击声摔在你臀部，搔弄着你暴露的胯部。
<if_has_tail(与此同时，你<scuted>的<tail>随着每次冲刺无助地甩动，被半人马穿透的力量抛来抛去。)>

<speaker(fiveleg)>""被流放的小少爷，你这屁股可真够耐操的！""五腿在欲望的呻吟间咆哮道。
""你那<stretched>的<back_door>潜力十足，但缺乏训练。""
""你早该来寻求我的种马之道了。""
""我本该日夜操练你这饥渴的骚穴，直到你成为整个Draakenburcht最浪的贱货！""
""要是你练出这么个骚屁眼，没人能撼动你的地位！！""

每吼出一句话，五腿的节奏就加快一分，他的动作向着不可避免的高潮加速推进。
你能感觉到他的肌肉开始绷紧，他的肉棒似乎变得更加粗壮。
半人马快要到了，而你的<asshole>早已准备好接受它的奖赏。"
fiveleg_fucks_ass_text5,"五腿浑身颤抖，强壮的肌肉让他整个马身都随之震动。
他发出愉悦的低吼，开始不顾一切地耕耘你的后庭。
他的肉棒轻松地在你的肛门中进出，你的括约肌早已变得比一碗煮过头的面条还要松软。

<speaker(fiveleg)>""对，对，对对对对对！""半人马咆哮着，最后一次猛地挺进，将巨大的肉棒深深插入你的最深处。
""接招吧，我的种马意志！！"""
fiveleg_fucks_ass_text2_5,"
种马整个身躯颤抖着，他的阴茎搏动得如此有力，你甚至能感觉到自己的腹部随着每次脉动而起伏。
接着，一股真正汹涌的浓稠马精洪流灌入你的深处，瞬间就将你的肠道填满至边缘。
然而，湿热的精液仍在不断积聚，巨大的肉棒持续抽送，五腿那对巨硕的睾丸为阴茎提供了近乎无穷无尽的精液。
没过多久，你的腹部开始明显鼓胀起来，肠道里满是精液晃动的声响。

即便如此，仍不足以遏制这股洪流。
强烈的压力迫使乳白色的浪潮溢出了你<tight>的<anus>，一道道滚烫的精液顺着你的双腿流淌而下。
极乐的烈焰淹没了你所有的感官，几秒之后，你再次迎来了高潮。
<switch_privates(你的<veiny> <cock>无助地晃动着，为已有的水洼又增添了一波<virile> <seed>。 |
你的<sloppy> <cunt>无助地颤抖着，向已有的水洼又喷射出一波<slick> <lube>。 |
你的<veiny> <cock>无助地晃动着，为已有的水洼又增添了一波<virile> <seed>，同时你的<sloppy> <cunt>喷洒出一阵<slick> <lube>。 |
你在无助的快感中颤抖，但缺乏能够充分喷射体液的器官。)>
最终，快感超出了承受的极限，你让身体彻底瘫软，沉入了这片由马精与极乐汇成的湖泊之中。
		
"
fiveleg_fucks_ass_button_text2_5,高潮
mork_takes_you_text0,"<speaker(player)>""我的<genital1>属于您了，如果您想要的话，莫克。""你边说边向慌张的飞蛾人扭动臀部。

莫克看着你淫靡的展示，发出窘迫的哽咽声，无法组织连贯的回应。
看来还需要更多说服。
<if_has_clothes(你早已一丝不挂，于是扭动腰肢，炫耀自己优美的体态。)>
<if_not_has_clothes(你脱下衣服，让衣物落在你站立的地面上。)>
为加强暗示，你双手抚过自己<scaly>的<hide>，展示裸露肌肤。

""来吧，还等什么？""你招手道。

莫克喉结滚动，一眨不眨地凝视着你。

<speaker(mork)>""若、若大人希望...属下...唯有遵从。""莫克结结巴巴地为自己找借口。
""是、是的！作为皇家护卫理应如此！"""
mork_takes_you_text1,"你四肢着地趴在那团窘迫的绒毛面前，让他将你毫无遮掩的后身尽收眼底。
这显然给了他足够的动力。
蛾族人用破世界纪录的速度卸下盔甲，急切地挪到你身边，肉茎早已完全勃起。

莫克犹豫地将胯部抵上你的后背，肉茎紧贴你的臀缝。
他绒毛覆盖的肌肤如软垫般柔滑，在动作间轻搔着你的臀部，但你仍能感受到底下训练有素的肌肉线条——那轮廓分明得连绒毛都无法掩盖。
出乎意料的是，莫克的肉茎触感格外清凉。
这根光滑的器官由闪亮的红色肉质构成，隐约透着昆虫产卵器的形态。
它抵着你微微悸动，强健的肌肉正对你的体温产生反应。

渴望更深入的你向后靠去，将腰臀压向莫克的胯间。
突如其来的压力引得蛾族人唇间漏出渴求的呻吟，他的肉茎彻底陷进你的臀缝。
你开始缓缓摆动腰肢，打着小圈让勃起的硬物磨蹭自己<scaly>的<hide>。
每转一圈，蛾族人的愉悦呜咽就愈发淫靡，不久他便开始与你的动作同步起伏。"
mork_takes_you_text2,"当你们持续交缠摩擦时，莫克通常平稳的呼吸变得粗重起来，快感似乎对他影响极大。
在你侍奉着夹在臀缝间的阳物时，先走液开始从顶端渗漏而出，浓稠的液体小股小股地涌出，仿佛从承受高压的容器中满溢出来。
片刻后一阵甜香窜入你的鼻腔，那气息令人联想到草原花朵的蜜露，又带着林地花粉的淡淡泥土调。

<speaker(mork)>""大人，您的<genital1>，看起来如此诱人~""莫克呻吟着，更加用力地与你摩擦交合。
""您的穴——我发誓——我能听到您淫荡的小穴正在呼唤我的肉棒。
我受不了了，我必须——我必须插进去，大人！""

"
mork_takes_you_text2_2,"屈服于欲望，莫克收回臀部，让他阳具的顶端对准你<genitals_adj2>的<genitals2>。
接着，他猛地向前挺胯，将肉棒压入你湿润的入口。
坚硬的茎身轻易地撑开你的内壁，肉感的门户敞开，让阴茎进入你的深处。

每深入一寸，快感的战栗便窜过你的血管，那极乐强烈到让你的双腿发软。
一声欢愉的喘息从你唇间逸出，此时莫克勃起的巨物终于抵达顶点，他毛茸茸的胯部撞上了你的臀瓣。

<speaker(mork)>""大人，您的<genital3>，又温暖又紧致——""莫克呻吟道，声音里满是无法掩饰的愉悦。
""感觉您的内壁在把我吸进去，求我动起来。
我无法抗拒，您的身体——，您的身体太诱人了，大人！"""
mork_takes_you_button_text2_2,插入
mork_takes_you_text3,"莫克向后收回腰部，随即再次向前挺进，开始了节奏精准的律动。
飞蛾人的大脑或许已被情欲淹没，但漫长训练形成的肌肉记忆不容违背，他的动作依然保持着惊人的准确度。
每次推进，那根肉柱都会撑开你<genital_adj1>的<genital1>，光滑的柱身顺畅地抽送着。
与此同时，其弯曲的弧度摩擦着你的内壁，带来撩人的压力随着每次顶入在穴内流转，快感的浪潮顺着你的脊柱阵阵上涌。

<speaker(mork)>""大人，您的<genital2>正紧紧缠着我的肉棒呢~""莫克呻吟道。
""您怎能拥有如此淫荡的身体？
这定是神赐的恩物。
这般欢愉，注定要萦绕在我的梦境里。
再这样下去，我必将永远沉溺于您<genital_adj3>的<genital3>，被无尽的渴望束缚！""

仿佛被自己华丽的告白所鼓舞，飞蛾人开始加速动作，在保持诡异精准度的同时越来越快。
他绒毛覆盖的肌肤随着每次冲刺与你摩擦，毛茸茸的睾丸开始前后摆动，每次深入时都拍打着你的臀瓣。"
mork_takes_you_text4,"随着热意不断累积，你开始迎合莫克的抽插，缩短他的往复距离，让他达到越来越快的节奏。
不久后，你能听到他的翅膀随着动作嗡嗡作响，快感让翅膀规律地抽搐着。
蛾人身后，他的尾节上下摆动，那动作让它像只过度兴奋的兔子尾巴般颤动，尽管体积大了十倍有余。

数分钟里，你们交合的舞蹈持续着，每个循环都从两人唇间引出渴求的喘息。
很快节奏变得如此狂乱，连莫克也无法保持精准控制，他的动作开始略显凌乱。

<speaker(mork)>""大人，您的密穴仿佛要将我吸进去一般，我停不下来~""莫克呻吟着，每次挺进都让他的呼吸为之一窒。
""我快要撑不住了，您的<genital2>实在太美妙了！"""
mork_takes_you_text5,"每一秒过去，莫克有节奏的动作都越发失焦，这场舞蹈正朝着不可避免的高潮冲刺。
飞蛾的喘息化作了渴求的呻吟，当你们的身体在每次顶撞的顶点紧紧相贴时，你能感觉到他腿部的肌肉绷紧。
接着，莫克一阵颤抖，他的呼吸最后一次骤然停顿。

<speaker(mork)>""大人，我不行了，太超过了！""他呻吟道，声音因愉悦而浑浊。
""我拔不出来了，我的身体，我控制不了，这快感太强烈了！
我要……我要……我要射在您里面了，大人！！"""
